text_clean,label
"Wow, You Guys Are ""DIE HARD DEBBIE DOWNERS"". This Dude is the REAL DEAL. He knows what he's talking about!! Just Wait Till It's Your Turn. 😢",-1
"I have Asthma, live in the UK and get the flu jab every year. I also have to get it no later than the 3rd week in October every year. When I've got it in November or not had it at all....I get VERY VERY ill. So I'll never miss it.",-1
Post viral sequelae. I didn’t know it existed & it has ruined my life in almost every way. 3 years now,-1
"there is also flu encephalitis, and flu myocarditis which can be lethal as well.",-1
How many of those deaths were people who had taken the flu shot?,-1
"And yet flu shots are still not recommended for people under 60 in Germany. Only for the chronically ill, but I am chronically ill and my pharmacy wouldn't vaccinate me because I'm under 60. The first step to getting people vaccinated would be to make the flu shot easily accessible and recommended everywhere.",-1
"I didnt get the flu shot for over 10 years and have not had the flu. Then covid arrived and I was getting older, so the following 3 years , I did take it. Now, I am back to not getting it since they found that masking helps. I do hear that sometimes ( maybe more often ?) that the guess of what strains will be in this season can be wrong. I have not had the flu for over 15 years but will consider it again in the future.",-1
Vaccines yes but what has kept me from catching every illness that walks into my building is wearing a face mask and lots of hand washing. I teach elementary school and I had 12 students out for over a week about 2 weeks ago. I have been the only teacher in my grade and who didn’t miss days from being sick. Masking up is the way.,-1
The vaccine doesn't help a shit.,1
Bullshit. Protecting those around me?? Rubbish,-1
After the lies pumped out about the Kung flu it’s very difficult to believe anything from the medical community.,-1
"nothing wrong with flu shot, this this will be my 3rd or 4th time getting it. i was against the covid vaccine for a year . but i saw people with it hears of people that had it, and i did not want to miss work. think i had about 6 now over the years. never got it it. not havinf any more, but will have flu shot this year. 3 people at work have had it one really bad. and they were younger than me.",-1
"I got the flu shot like I do every year (I got it as soon as it came out). Still got Influenza A, and it's the most severe flu I've had in my life -_-",1
These comments are so depressing. America is truly so stupid. I am so sorry education has failed you all so immensely that you trust the nonsense that MAGA has pushed for years. It's you people that end up hospitalized. God help you all.,-1
"I worked in healthcare as a dietary aid, and the amount of people hospitalized for the flu is insane. It was always like 50% or more of patients are there because of it. It is not anything to take lightly.",-1
I just got over influenza. I had it for 2 weeks. A week into mine my daughter got it. I was sick and had to take care of her. It was so horrible i could barely move at times. We are bith getting over it but she still has a cough. It is no joke.,-1
"Good thing we've got someone in control of our health that doesnt believe in vaccines, am I right??",-1
"I've had the flu three times during my lifetime (I'm 55), but each time I had it, I was down for a full week and it felt like I was dying. Since I am older, I decided to get the flu shot this past year and will continue to get it going forward.",1
What if you already had Guillian-Barre syndrome? They advise you to never get a flu shot again as it risks reactivating it. Is there anything someone like that can do to help with flu prevention?,-1
So why didn’t the flu shot ever change the death rate in the older population. It’s never went down,-1
thankyou sur,0
I always mix up the flu with that stomach bug that makes you throw up a lot because when I was a kid flu was a term always used by adults around me for any time anyone threw up. This ended up being a good thing tho cos before I knew better I got my flu shot every year just because I didnt want to throw up lol.,1
Dude you’re jacked 💪 ps got my flu shot,-1
"But isn’t the vaccine only to protect you against one strain of the flu and there are many strains of the flu. So just because you get the vaccination, doesn’t mean you won’t end up with one of the other many strains of flu",1
"As a pregnant women in her 3trd trimester I am soo glad I took the flu vaccine. I have just gone through a week of influenza A. 38.5 celcius feber, clocked nose, headace, muscelace and sore trought. But I could without the vaccine be so much worse and be of risk of premature birth. Do not fuck around with your health. The risk is death not just a sore eye.",-1
Very handsome doctor 😊😊😊❤❤❤,1
FEAR MONGER,-1
LIAR!,-1
They said my son can't get the flu shot bec he's allergic to egg whites. Is there an alternative for patients with egg white allergies?,0
"I have EDS, vaccines are the worst thing for someone with this condition. Heavy metals, formaldehyde, aborted fetal tissue and so on pumped into your body? Yea, that’s gonna be a no. The jig is up on big pharma, bro— go shill for another corrupt entity.",-1
